Date,Open,High,Low,Close,Volume,ema12,ema26,cross,crossover
2020-01-01 00:00:00,7195.24,7196.25,7178.2,7180.97,202.942868,7180.97,7180.97,0,
2020-01-01 01:00:00,7176.47,7194.04,7175.71,7190.86,103.520522,7181.050992862765,7180.996982112992,1,1.0
2020-01-02 03:30:00,7156.62,7161.0,7137.64,7142.37,433.78861,7203.0031256889,7203.286881686615,0,-1.0
2020-01-03 09:30:00,7310.86,7317.07,7298.08,7310.57,721.812028,7117.578006008078,7114.1115887196665,1,1.0
2020-01-09 04:15:00,7930.08,7954.3,7928.29,7941.35,526.437682,8058.050599410867,8059.112563665454,0,-1.0
2020-01-10 18:15:00,8039.57,8113.53,8038.66,8089.99,2059.714344,7896.063199100424,7894.439110184421,1,1.0
2020-01-13 14:30:00,8075.05,8089.93,8073.0,8089.51,231.389597,8105.208696028055,8105.213638526668,0,-1.0
2020-01-13 20:30:00,8118.73,8149.0,8116.0,8138.55,586.657986,8105.66699194042,8105.011751326237,1,1.0
2020-01-19 13:30:00,8573.47,8637.22,8559.02,8629.68,808.520504,8926.586566705942,8929.553625941191,0,-1.0
2020-01-22 00:00:00,8736.04,8758.08,8736.03,8749.12,304.113987,8682.014501491878,8681.218950469101,1,1.0
2020-01-22 13:30:00,8653.0,8654.28,8636.31,8654.28,384.066643,8690.10949156872,8690.690558801469,0,-1.0
2020-01-26 10:15:00,8419.99,8429.5,8418.64,8426.09,129.568503,8375.603939959037,8374.897130384577,1,1.0
2020-01-31 14:15:00,9295.65,9297.89,9250.0,9255.27,511.525526,9363.628531357745,9364.027500743552,0,-1.0
2020-02-01 01:45:00,9398.21,9435.0,9394.7,9429.86,348.270894,9356.701168594154,9355.42655495568,1,1.0
2020-02-01 15:15:00,9364.02,9375.0,9353.32,9353.85,337.183856,9366.822993019437,9367.024171634204,0,-1.0
2020-02-01 17:00:00,9405.86,9408.0,9381.33,9401.01,303.659306,9367.414419377526,9367.164252740464,1,1.0
2020-02-02 01:45:00,9331.46,9347.81,9328.0,9336.43,183.288723,9368.093151113582,9368.722026802398,0,-1.0
2020-02-02 11:30:00,9419.6,9443.08,9419.6,9432.66,355.615451,9361.13572606247,9360.149472691308,1,1.0
2020-02-03 10:30:00,9325.21,9348.34,9320.12,9337.76,361.903846,9388.155931812595,9388.411458169136,0,-1.0
2020-02-05 11:15:00,9398.21,9406.0,9380.0,9380.13,691.739351,9258.301939629277,9256.955872664686,1,1.0
2020-02-10 10:30:00,9828.72,9866.4,9825.44,9865.09,819.429476,9995.42575465116,9997.109940086964,0,-1.0
2020-02-11 16:30:00,10194.16,10218.0,10175.81,10189.09,1220.973285,9880.901759077135,9879.699192322336,1,1.0
2020-02-13 20:15:00,10242.17,10258.84,10220.59,10230.71,242.385692,10252.824637060932,10253.026577354352,0,-1.0
2020-02-14 15:45:00,10265.91,10267.21,10244.17,10249.94,442.497319,10238.0878890016,10238.0308255311,1,1.0
2020-02-15 11:00:00,10243.41,10254.83,10220.0,10232.0,454.86033,10263.016791066697,10263.194998433579,0,-1.0
2020-02-18 18:00:00,9946.71,10048.0,9946.38,10022.07,2917.862701,9763.13636592129,9759.29466961623,1,1.0
2020-02-20 00:45:00,9620.94,9641.3,9619.95,9626.38,762.063367,9938.275390111392,9943.155823592242,0,-1.0
2020-02-23 03:00:00,9682.37,9688.33,9675.19,9683.94,158.203064,9661.729417879911,9661.54837158402,1,1.0
2020-02-24 10:15:00,9726.22,9745.99,9725.65,9735.6,367.721143,9789.855834592649,9789.98226541299,0,-1.0
2020-03-02 09:15:00,8667.48,8683.96,8656.75,8676.05,588.396052,8603.940510198192,8603.334086339795,1,1.0
2020-03-03 20:15:00,8713.59,8715.52,8696.26,8702.42,244.475437,8758.855483776848,8759.107656791512,0,-1.0
2020-03-04 01:15:00,8804.01,8821.0,8780.77,8785.8,542.309438,8758.146840198298,8758.141080854059,1,1.0
2020-03-04 15:45:00,8717.76,8737.55,8694.13,8700.0,423.145818,8765.509241151874,8766.78279138384,0,-1.0
2020-03-05 01:30:00,8856.97,8859.99,8832.89,8859.17,535.157112,8761.549457713896,8760.420956291176,1,1.0
2020-03-07 18:15:00,8865.07,8885.72,8852.7,8873.83,603.676774,9061.394977886164,9061.451692337594,0,-1.0
2020-03-17 07:00:00,5273.4,5305.22,5256.87,5301.59,833.383867,5135.73413484417,5132.794171715224,1,1.0
2020-03-18 11:15:00,5110.21,5150.0,5109.28,5119.68,1076.564742,5248.392226240604,5249.535465947674,0,-1.0
2020-03-18 19:15:00,5340.18,5347.29,5300.0,5302.67,1149.57965,5245.610960271174,5245.514690637705,1,1.0
2020-03-22 14:45:00,6017.03,6080.72,5977.62,6064.45,1552.309013,6188.360897801753,6190.145699908339,0,-1.0
2020-03-23 16:15:00,6253.62,6320.2,6252.16,6258.05,2574.725143,6052.0587163954415,6048.991320341939,1,1.0
2020-03-27 15:45:00,6640.0,6640.19,6618.87,6622.86,574.527301,6662.550713409602,6663.367352688388,0,-1.0
2020-03-30 11:30:00,6316.55,6395.0,6316.55,6350.0,3440.725033,6156.314578742196,6154.512071751747,1,1.0
2020-04-01 06:30:00,6301.03,6322.0,6291.0,6317.41,736.840737,6368.8224855255985,6369.173372387358,0,-1.0
2020-04-01 23:45:00,6636.63,6671.93,6619.24,6642.92,2294.030016,6332.630708137074,6330.141630785057,1,1.0
2020-04-10 01:30:00,7260.5,7276.64,7254.78,7271.52,318.83172,7286.825506708493,7286.976462316374,0,-1.0
2020-04-12 16:15:00,7040.23,7099.0,7031.58,7072.6,2991.128204,6890.87924445197,6889.437148182511,1,1.0
2020-04-13 02:15:00,6707.49,6727.0,6693.05,6695.5,725.072048,6918.2787143762025,6919.116391841661,0,-1.0
2020-04-14 04:30:00,6911.21,6912.09,6875.89,6884.69,756.86117,6821.961578200222,6821.668798515336,1,1.0
2020-04-15 12:00:00,6782.86,6783.47,6691.21,6720.19,4159.998605,6854.845571551197,6856.546370142032,0,-1.0
2020-04-16 10:00:00,7027.7,7061.8,7026.77,7040.01,1253.048681,6786.612061188974,6782.397072873794,1,1.0
2020-04-20 11:15:00,7078.47,7079.44,7056.11,7058.3,543.245651,7144.861211090047,7145.911316080596,0,-1.0
2020-04-22 13:15:00,6955.17,7066.66,6955.13,7048.45,4598.008955,6915.078154157244,6912.89004558565,1,1.0
2020-05-03 20:30:00,8842.95,8845.08,8790.0,8817.0,506.357215,8913.934721934547,8915.356611075966,0,-1.0
2020-05-04 22:45:00,8907.33,8916.62,8844.37,8869.93,609.740628,8819.514507485506,8819.058232191735,1,1.0
2020-05-09 11:45:00,9563.65,9640.05,9561.84,9638.85,1059.861368,9753.897940682047,9754.662777156915,0,-1.0
2020-05-12 16:15:00,8915.99,8953.33,8901.01,8927.66,1683.578706,8765.40625591433,8763.085241190347,1,1.0
2020-05-15 21:15:00,9214.12,9440.0,9211.1,9380.41,2043.282438,9485.678775333065,9486.868112123539,0,-1.0
2020-05-17 03:45:00,9566.54,9579.16,9538.93,9545.58,580.515948,9436.389306159977,9435.698553095479,1,1.0
2020-05-19 03:45:00,9578.88,9594.35,9493.03,9530.0,2102.086224,9660.03926619625,9661.54993340119,0,-1.0
2020-05-19 09:30:00,9782.94,9808.55,9782.9,9795.14,907.807924,9657.74600041988,9657.021450196818,1,1.0
2020-05-20 16:45:00,9488.64,9505.95,9466.08,9497.99,784.054116,9702.531326209682,9704.200633689932,0,-1.0
2020-05-24 06:30:00,9279.96,9294.08,9264.09,9274.0,495.510318,9203.210452289659,9202.778419772376,1,1.0
2020-05-24 13:30:00,9140.0,9149.4,9122.41,9125.35,434.144588,9206.70974915012,9207.180021024846,0,-1.0
2020-05-27 10:30:00,8986.17,9170.0,8982.01,9114.42,5825.391066,8876.928934308327,8874.700434162194,1,1.0
2020-05-31 22:15:00,9504.01,9515.0,9474.75,9490.0,281.030986,9521.816698551422,9522.34835108837,0,-1.0
2020-06-01 04:30:00,9568.06,9573.6,9550.0,9565.99,460.020984,9519.27417018701,9519.22647245934,1,1.0
2020-06-02 19:45:00,9519.94,9533.72,9502.72,9508.83,503.860817,9776.998749988135,9778.710290421606,0,-1.0
2020-06-04 07:15:00,9663.58,9663.59,9652.0,9659.47,372.637483,9626.311138695664,9625.730461595533,1,1.0
2020-06-04 09:30:00,9570.06,9570.06,9535.93,9554.65,613.30748,9624.327985795328,9625.146116679134,0,-1.0
2020-06-04 13:45:00,9758.38,9793.36,9738.0,9762.28,1288.185561,9626.86531688475,9624.706319925417,1,1.0
2020-06-05 22:30:00,9650.49,9674.59,9641.13,9672.0,257.910995,9718.848597850694,9719.23001505705,0,-1.0
2020-06-08 00:00:00,9746.99,9779.99,9732.37,9738.0,695.498168,9637.364427196413,9635.42971867584,1,1.0
2020-06-09 10:15:00,9662.74,9672.11,9650.15,9665.76,414.508908,9689.799660176037,9689.803479819167,0,-1.0
2020-06-09 12:00:00,9721.23,9748.95,9720.0,9729.67,927.668531,9689.93374108272,9689.78247949257,1,1.0
2020-06-11 14:15:00,9654.01,9675.0,9640.04,9657.1,921.837191,9789.408573540886,9789.671757343289,0,-1.0
2020-06-15 21:45:00,9477.09,9477.73,9410.0,9434.63,552.016725,9311.452520186023,9309.868465089767,1,1.0
2020-06-17 17:45:00,9425.21,9430.04,9396.94,9402.27,1118.287842,9452.827730265208,9453.17452622295,0,-1.0
2020-06-21 02:00:00,9374.67,9400.0,9371.98,9391.68,637.90855,9328.747337479927,9328.478407138262,1,1.0
2020-06-21 22:30:00,9314.58,9324.98,9300.0,9300.0,256.84216,9342.590972800472,9342.618946758106,0,-1.0
2020-06-22 02:45:00,9372.11,9387.85,9371.05,9386.63,217.693487,9342.107105234425,9341.812913243883,1,1.0
2020-06-24 11:00:00,9378.2,9409.06,9360.02,9407.26,964.042353,9581.847953135435,9585.158063012303,0,-1.0
2020-06-29 01:30:00,9123.67,9138.49,9115.37,9137.64,230.375471,9108.353859024006,9108.003825772126,1,1.0
2020-06-29 08:00:00,9096.91,9097.03,9078.0,9084.0,508.64769,9108.107115188457,9108.502648975102,0,-1.0
2020-06-29 18:00:00,9160.14,9180.0,9145.01,9160.16,755.386467,9106.461571514417,9106.21724659713,1,1.0
2020-07-02 16:00:00,9048.92,9071.03,9017.5,9066.01,1218.032242,9193.522735256724,9194.388971950195,0,-1.0
2020-07-04 20:45:00,9119.87,9131.21,9118.38,9130.07,156.512122,9097.30075164417,9096.641848045187,1,1.0
2020-07-05 08:15:00,9054.8,9063.04,9050.0,9061.42,237.16241,9100.789024977343,9101.61109942738,0,-1.0
2020-07-06 06:15:00,9147.83,9224.95,9140.47,9187.98,2959.152879,9075.639917311695,9074.740168398836,1,1.0
2020-07-09 17:00:00,9220.79,9239.53,9211.09,9223.66,413.425652,9343.647184277343,9345.139558673663,0,-1.0
2020-07-11 04:30:00,9270.87,9278.39,9264.75,9267.59,151.123977,9247.995908537261,9247.86784954638,1,1.0
2020-07-11 10:00:00,9206.93,9234.48,9200.0,9220.78,256.789381,9248.135621574322,9248.544078144403,0,-1.0
2020-07-12 03:00:00,9270.36,9279.34,9270.36,9278.2,183.427827,9238.886482042913,9238.71608790958,1,1.0
2020-07-12 15:30:00,9212.1,9222.05,9207.0,9219.81,276.667947,9243.234674648958,9243.69100946887,0,-1.0
2020-07-12 23:15:00,9274.59,9288.72,9273.39,9285.67,536.469334,9241.87613814562,9241.32720470295,1,1.0
2020-07-14 00:30:00,9226.23,9233.78,9220.0,9223.98,400.623392,9265.226032678947,9265.396022909088,0,-1.0
2020-07-15 00:00:00,9255.85,9268.98,9254.86,9265.36,281.469222,9240.530922215645,9240.091246403661,1,1.0
2020-07-15 07:15:00,9222.99,9230.15,9221.89,9225.51,352.469415,9240.682241352002,9240.701202369797,0,-1.0
2020-07-17 22:00:00,9151.38,9154.02,9144.05,9152.87,183.338855,9147.861136801388,9147.788258749935,1,1.0
2020-07-18 03:15:00,9137.89,9138.05,9126.59,9129.18,177.19231,9147.722942925562,9148.02424727028,0,-1.0
2020-07-18 10:30:00,9167.24,9169.91,9164.98,9167.2,174.61901,9147.448160078335,9147.225413779832,1,1.0
2020-07-19 10:15:00,9149.48,9149.49,9101.35,9112.69,1432.156864,9155.945095374163,9156.557177752213,0,-1.0
2020-07-19 22:30:00,9172.75,9197.34,9167.0,9188.42,949.694726,9152.693477516528,9152.235820326081,1,1.0
2020-08-02 10:45:00,11219.0,11280.0,11122.01,11251.3,1584.177506,11491.442616062175,11495.924204800993,0,-1.0
2020-08-03 18:30:00,11389.33,11404.5,11368.8,11401.99,455.065379,11284.117420256125,11284.109247808725,1,1.0
2020-08-04 00:00:00,11219.68,11268.41,11217.41,11265.91,621.90416,11287.708271267116,11287.791711025402,0,-1.0
2020-08-04 00:15:00,11264.79,11370.0,11264.08,11358.17,884.480882,11290.01849188131,11288.66057879052,1,1.0
2020-08-04 06:30:00,11253.47,11262.19,11242.48,11254.34,357.511035,11289.893936875498,11290.238114946173,0,-1.0
2020-08-05 09:00:00,11297.44,11374.0,11297.44,11361.56,2465.884584,11245.924946941,11245.269473898707,1,1.0
2020-08-07 18:00:00,11536.98,11537.06,11466.57,11491.04,1175.036259,11701.844293311977,11704.415468739573,0,-1.0
2020-08-08 12:30:00,11773.09,11783.37,11751.32,11766.71,445.407461,11659.344509012706,11658.23961855342,1,1.0
2020-08-09 13:15:00,11673.88,11681.78,11657.92,11661.34,339.710668,11686.690967657836,11687.134839503331,0,-1.0
2020-08-10 01:45:00,11750.28,11860.0,11747.86,11849.87,2001.571673,11674.432592561725,11671.970627092844,1,1.0
2020-08-11 09:45:00,11723.38,11728.65,11694.01,11695.9,916.961472,11809.815571436591,11809.994155095006,0,-1.0
2020-08-13 01:30:00,11627.56,11627.57,11600.9,11617.38,372.834424,11540.16668078982,11539.262300257926,1,1.0
2020-08-13 08:15:00,11472.07,11498.0,11426.0,11426.01,1128.628615,11538.923374651466,11540.41778854662,0,-1.0
2020-08-13 21:30:00,11635.11,11697.8,11634.32,11692.71,838.59317,11524.587305540403,11523.448477469858,1,1.0
2020-08-18 19:15:00,12022.11,12029.0,11993.99,12006.41,557.620927,12102.592341328322,12103.658460784913,0,-1.0
2020-08-21 00:45:00,11836.51,11848.01,11823.45,11830.01,555.777839,11825.914364850649,11825.885362435412,1,1.0
2020-08-21 01:00:00,11830.0,11832.77,11800.0,11819.8,484.413817,11825.713893871938,11825.810234504112,0,-1.0
2020-08-21 04:15:00,11859.24,11863.94,11843.97,11850.25,421.004104,11826.202722579646,11825.827953349435,1,1.0
2020-08-21 10:00:00,11776.48,11789.05,11755.14,11760.02,786.080671,11824.843023452311,11826.077370362204,0,-1.0
2020-08-23 19:30:00,11672.97,11693.72,11667.5,11683.44,621.373753,11617.060636448166,11616.98502691893,1,1.0
2020-08-25 07:30:00,11582.39,11603.92,11569.26,11586.18,636.393207,11696.593562416983,11697.60837987574,0,-1.0
2020-08-28 10:15:00,11428.99,11452.0,11400.62,11409.29,821.557737,11373.427092213284,11373.414339327677,1,1.0
2020-09-02 10:45:00,11578.89,11604.47,11520.01,11574.27,2038.803055,11811.938755348383,11814.017154063762,0,-1.0
2020-09-08 00:00:00,10373.45,10398.48,10365.0,10383.9,655.427753,10192.600123787115,10192.55222059816,1,1.0
2020-09-08 10:45:00,10033.99,10060.55,10025.43,10045.88,603.06227,10208.447786227169,10210.459389918624,0,-1.0
2020-09-09 12:15:00,10240.78,10240.79,10170.36,10184.62,617.691421,10132.288966100794,10131.820107947464,1,1.0
2020-09-13 16:30:00,10260.0,10275.99,10255.08,10257.17,458.745558,10392.574503521035,10392.844822861765,0,-1.0
2020-09-14 11:30:00,10462.58,10470.81,10446.41,10448.26,844.717909,10362.831900810645,10361.886674047333,1,1.0
2020-09-20 11:45:00,10956.85,10963.5,10939.0,10951.17,443.628621,10978.36545219492,10978.56067834589,0,-1.0
2020-09-24 17:00:00,10672.2,10688.88,10639.63,10669.98,1072.809097,10409.556567084253,10408.504041000575,1,1.0
2020-09-27 12:45:00,10650.1,10671.68,10649.73,10666.97,296.817557,10692.925350924943,10693.019352121586,0,-1.0
2020-09-27 16:30:00,10740.56,10746.78,10730.64,10744.03,228.210778,10694.014977284236,10693.062579256031,1,1.0
2020-09-29 03:00:00,10689.37,10699.66,10682.23,10691.82,311.890814,10801.695365287964,10803.56666392913,0,-1.0
2020-09-30 02:00:00,10789.45,10803.37,10784.69,10802.85,236.656265,10769.216881709917,10769.112235157985,1,1.0
2020-09-30 04:00:00,10742.23,10754.34,10734.82,10741.86,325.437815,10768.704274518754,10769.004163509133,0,-1.0
2020-10-01 01:30:00,10801.19,10818.68,10801.19,10816.74,279.570901,10752.394331269672,10751.908083223423,1,1.0
2020-10-01 17:30:00,10520.27,10532.91,10486.92,10499.33,906.854974,10773.791541779661,10778.621721908108,0,-1.0
2020-10-04 07:00:00,10618.0,10630.21,10602.0,10604.19,249.34501,10560.324232536774,10560.203130577489,1,1.0
2020-10-06 19:45:00,10576.22,10587.12,10556.82,10571.36,760.991402,10697.340307915954,10698.540935827463,0,-1.0
2020-10-08 14:15:00,10720.05,10744.99,10713.12,10733.61,787.179831,10635.896608859233,10635.516399874106,1,1.0
2020-10-13 17:45:00,11359.99,11376.64,11349.79,11354.3,475.115434,11435.006957096535,11436.615044355567,0,-1.0
2020-10-15 18:45:00,11477.14,11485.28,11467.0,11467.21,364.908875,11392.881157001528,11392.03582897023,1,1.0
2020-10-16 07:30:00,11329.99,11337.23,11325.05,11325.06,342.88113,11415.433339660076,11415.759922043648,0,-1.0
2020-10-18 02:00:00,11390.62,11397.0,11371.61,11372.76,245.909404,11351.250232709861,11351.201407185546,1,1.0
2020-10-25 18:15:00,12982.39,12991.48,12968.24,12975.84,152.240572,13012.472203507052,13012.55026081597,0,-1.0
2020-10-25 20:00:00,13042.17,13047.8,13025.27,13047.69,304.698306,13012.749789479723,13012.580889114382,1,1.0
2020-10-26 18:15:00,12882.49,12950.0,12880.97,12944.31,757.808376,13043.471389250608,13043.87133451471,0,-1.0
2020-10-27 01:00:00,13092.89,13098.92,13064.57,13067.9,192.623212,13041.758765611357,13041.217674136138,1,1.0
2020-10-28 16:30:00,13124.46,13133.12,13050.0,13065.0,1642.984347,13408.585570069297,13411.152311865613,0,-1.0
2020-10-29 17:30:00,13554.48,13635.66,13534.94,13629.02,1270.153444,13304.219838967982,13302.992282005487,1,1.0
2020-10-30 09:30:00,13254.91,13279.73,13230.27,13259.38,523.089816,13354.605170217128,13356.392472618429,0,-1.0
2020-10-30 16:00:00,13549.6,13582.0,13496.37,13499.34,1580.713059,13352.707772877111,13352.307521244475,1,1.0
2020-11-02 08:45:00,13558.77,13558.78,13420.0,13446.65,1858.15247,13720.485280836021,13722.396547783816,0,-1.0
2020-11-03 16:15:00,13716.26,13749.88,13701.54,13725.0,750.097294,13575.672001352661,13574.66508326801,1,1.0
2020-11-07 19:30:00,14785.38,14814.74,14560.0,14630.0,4800.594079,15324.508524802657,15335.097753836593,0,-1.0
2020-11-08 17:00:00,15388.0,15469.22,15380.0,15441.8,1070.261325,15167.828269103373,15166.848929492471,1,1.0
2020-11-09 16:45:00,15030.78,15135.7,15010.0,15111.62,1637.333665,15307.46952304721,15307.48203268586,0,-1.0
2020-11-09 20:30:00,15427.95,15492.67,15427.95,15472.14,1257.777713,15307.372635498132,15305.918767575442,1,1.0
2020-11-10 14:15:00,15288.99,15290.0,15221.44,15249.51,671.815235,15314.822878607127,15316.134981061454,0,-1.0
2020-11-11 00:30:00,15389.46,15430.0,15380.64,15420.3,1409.609014,15307.493109151126,15306.893300804704,1,1.0
2020-11-14 09:45:00,15863.38,15880.0,15754.84,15794.85,1165.67896,16118.629846956554,16119.142345123071,0,-1.0
2020-11-16 06:30:00,16201.52,16242.66,16184.45,16193.76,699.744432,16000.814695677474,15998.917584251434,1,1.0
2020-11-22 09:15:00,18330.15,18351.0,18200.0,18260.01,984.261335,18520.00734566056,18520.986276619642,0,-1.0
2020-11-22 22:30:00,18619.69,18649.0,18575.62,18640.56,378.77188,18462.31757666165,18461.124681834885,1,1.0
2020-11-23 00:15:00,18479.58,18504.5,18221.0,18246.5,1190.547981,18458.039006738563,18459.779886878612,0,-1.0
2020-11-23 09:30:00,18564.13,18651.03,18545.77,18644.25,1190.900185,18446.00876678055,18442.705367200517,1,1.0
2020-11-23 18:00:00,18352.93,18366.78,18283.43,18332.62,743.400636,18457.632559872793,18458.311564370684,0,-1.0
2020-11-24 09:30:00,18888.47,19000.0,18701.02,18916.1,4456.012885,18439.96575871675,18435.57013460063,1,1.0
2020-11-26 02:00:00,18799.32,18804.28,18655.0,18708.11,1141.805924,18939.38323015553,18940.835728288308,0,-1.0
2020-11-28 16:15:00,17683.87,17727.0,17605.82,17646.23,1540.028424,17164.7605386578,17158.565490753375,1,1.0
2020-12-02 02:15:00,18824.4,18846.0,18759.99,18760.0,314.463484,18983.32041903323,18985.638037610035,0,-1.0
2020-12-02 11:15:00,19075.72,19171.84,19022.47,19132.43,966.10782,18954.73961659177,18953.126891766184,1,1.0
2020-12-02 17:30:00,18904.76,18946.01,18855.0,18880.92,544.440112,18954.522563990617,18955.89645958544,0,-1.0
2020-12-02 18:00:00,18976.33,19046.26,18894.8,19019.28,853.530776,18957.33731396166,18956.928123966893,1,1.0
2020-12-04 12:30:00,18856.05,18977.16,18852.84,18968.54,1395.084054,19214.948379046775,19217.64827300754,0,-1.0
2020-12-05 19:15:00,19171.86,19172.37,19089.1,19089.11,376.584047,19037.30860701227,19036.277971798096,1,1.0
2020-12-07 19:30:00,19020.0,19039.02,18935.28,18969.29,659.815676,19165.72524474026,19166.61673910514,0,-1.0
2020-12-08 05:15:00,19204.99,19211.14,19196.81,19203.6,232.117584,19159.785418226245,19158.905411635224,1,1.0
2020-12-08 08:45:00,19044.46,19104.81,19010.0,19069.96,592.312826,19157.727013662632,19158.83130223559,0,-1.0
2020-12-12 03:15:00,18280.97,18300.0,18280.97,18283.82,217.503302,18110.262773170885,18110.011994627675,1,1.0
2020-12-21 11:45:00,22807.78,22832.69,22620.32,22645.85,1424.344988,23528.155123382996,23529.05461807797,0,-1.0
2020-12-22 18:30:00,23454.73,23520.0,23430.0,23446.47,997.706252,23150.21794811253,23147.550906744702,1,1.0
2020-12-24 00:45:00,22898.68,23070.71,22809.59,23067.41,1035.441265,23398.49573409561,23402.81383488056,0,-1.0
2020-12-24 21:15:00,23510.0,23563.54,23461.0,23539.24,555.785808,23292.293216107995,23291.953851392045,1,1.0
2020-12-29 06:00:00,26452.4,26466.8,26264.52,26284.0,789.713509,26757.65742453263,26766.490058461586,0,-1.0
2020-12-29 21:30:00,26998.45,27005.87,26820.38,26869.13,730.881725,26730.524245674147,26730.037783524047,1,1.0
2021-01-04 10:30:00,29071.16,29801.87,28830.1,29738.09,3621.602325,32451.345459849854,32485.294637479983,0,-1.0
2021-01-05 18:00:00,32742.73,33176.13,32650.03,33132.77,2221.802582,31853.2755415157,31827.70820048506,1,1.0
2021-01-10 16:00:00,39671.82,39757.55,39433.63,39633.27,750.84739,40137.11532906961,40146.70511566098,0,-1.0
2021-01-13 19:15:00,35850.0,35850.01,35577.55,35805.51,960.497685,34637.10736665125,34626.94805920018,1,1.0
2021-01-15 16:15:00,35394.99,36089.99,35100.18,36000.0,4722.068347,37819.76863951285,37836.828609852215,0,-1.0
2021-01-18 12:30:00,37064.08,37200.0,36937.44,36990.69,1533.976412,36017.941357399315,36006.88659424393,1,1.0
2021-01-20 02:30:00,35888.81,36046.67,35851.84,36023.67,471.420795,36513.69592836134,36520.95997054087,0,-1.0
2021-01-22 22:15:00,33357.03,33606.16,33354.01,33517.43,366.024987,32542.09951352208,32531.492376216804,1,1.0
2021-01-23 11:45:00,31797.1,31877.0,31553.2,31645.49,645.093798,32545.000393198618,32562.882032474925,0,-1.0
2021-01-24 07:45:00,32688.67,32825.0,32625.95,32801.15,428.424847,32374.622400453994,32367.109221573646,1,1.0
2021-01-24 15:45:00,32118.42,32166.67,31858.68,31957.05,760.856658,32391.74747019111,32392.425176102082,0,-1.0
2021-01-25 03:30:00,32746.0,33304.86,32702.89,33255.0,1726.576493,32291.461046965283,32281.351027420264,1,1.0
2021-01-26 03:30:00,31863.19,32005.85,31592.0,31608.62,1587.475258,32880.70862322943,32898.34537594465,0,-1.0
2021-01-28 15:15:00,31763.85,32203.38,31761.17,32013.53,1850.726876,31338.965646020326,31329.49323744519,1,1.0
2021-01-31 06:00:00,33757.17,33850.0,33602.0,33844.82,638.693713,34066.75215870537,34069.493111040036,0,-1.0
2021-02-01 09:45:00,34359.14,34419.84,34268.62,34354.47,851.636229,33578.66893176085,33574.61707753375,1,1.0
2021-02-07 14:45:00,38488.82,38537.03,38162.87,38214.98,1047.618221,39020.386882153216,39024.149038854506,0,-1.0
2021-02-08 09:30:00,39028.54,39129.97,38928.57,39035.5,703.491608,38785.36143777212,38783.54207957085,1,1.0
